Timestamp,Application,Environment,Region,Response_Time_ms,P95_Latency_ms,Request_Throughput_RPM,Error_Rate_%,HTTP_4XX_Count,HTTP_5XX_Count,CPU_Usage_%,Memory_Usage_%,Availability_%,Active_Users,Severity,Event,Health_Status
01-05-2026 05:30,Citrix Workspace,Production,Bengaluru,501,623,6121,3.49,25,27,87,88,99.25,2626,Warning,Database Response Slow,Warning
01-05-2026 05:30,Flipkart,Production,Bengaluru,252,345,11141,0.76,5,2,49,60,99.99,5128,Info,Health Check Completed,Healthy
01-05-2026 05:30,Swiggy,Production,Mumbai,229,403,8140,0.79,1,1,25,69,99.99,4038,Info,Normal Operation,Healthy
01-05-2026 05:30,Blinkit,Production,Bengaluru,276,361,12323,0.18,3,2,25,52,99.99,3458,Info,Normal Operation,Healthy
01-05-2026 05:30,Microsoft Teams,Production,Hyderabad,190,405,8928,0.74,6,1,55,49,99.99,3039,Info,Normal Operation,Healthy
01-05-2026 05:30,Outlook Web,Production,Bengaluru,243,390,10899,0.72,5,1,62,58,99.99,3285,Info,Service Running Normally,Healthy
01-05-2026 05:30,Payment Gateway,Production,Hyderabad,546,666,5128,1.53,27,29,86,87,99.5,1542,Warning,Network Latency Increased,Warning
01-05-2026 05:30,Inventory Service,Production,Bengaluru,592,697,2672,4.25,36,31,81,89,99.67,920,Warning,Queue Length Increased,Warning
01-05-2026 05:30,Order Service,Production,Bengaluru,244,317,4072,0.75,3,0,50,49,99.99,2192,Info,Normal Operation,Healthy
01-05-2026 05:30,Authentication Service,Production,Mumbai,184,286,7435,0.57,1,0,32,51,99.99,2372,Info,Cache Refresh,Healthy
01-05-2026 06:00,Citrix Workspace,Production,Hyderabad,459,640,10729,3.04,17,11,79,72,99.29,2583,Warning,CPU Usage High,Warning
01-05-2026 06:00,Flipkart,Production,Bengaluru,318,394,16469,0.66,4,0,37,55,99.99,5478,Info,Routine Monitoring,Healthy
01-05-2026 06:00,Swiggy,Production,Bengaluru,231,425,11983,0.37,2,0,54,70,99.99,4099,Info,Background Synchronization,Healthy
01-05-2026 06:00,Blinkit,Production,Mumbai,285,373,14482,0.53,7,2,54,55,99.99,3516,Info,Health Check Completed,Healthy
01-05-2026 06:00,Microsoft Teams,UAT,Mumbai,177,334,11414,0.61,8,2,30,57,99.99,2780,Info,Service Running Normally,Healthy
01-05-2026 06:00,Outlook Web,Production,Mumbai,240,340,9412,0.18,5,0,33,57,99.99,2828,Info,Health Check Completed,Healthy
01-05-2026 06:00,Payment Gateway,Production,Mumbai,277,468,5942,0.5,1,1,26,42,99.99,1656,Info,Cache Refresh,Healthy
01-05-2026 06:00,Inventory Service,Production,Hyderabad,534,708,2851,2.53,17,30,76,84,99.42,1173,Warning,High Request Volume,Warning
01-05-2026 06:00,Order Service,Production,Hyderabad,245,338,5216,0.32,6,2,47,41,99.99,2238,Info,Background Synchronization,Healthy
01-05-2026 06:00,Authentication Service,Production,Hyderabad,180,291,5874,0.1,7,2,29,55,99.99,2495,Info,Routine Monitoring,Healthy
01-05-2026 06:30,Citrix Workspace,Production,Bengaluru,193,360,8690,0.76,2,0,62,39,99.99,2275,Info,Routine Monitoring,Healthy
01-05-2026 06:30,Flipkart,Production,Bengaluru,320,447,13048,0.52,5,2,27,49,99.99,5306,Info,Service Running Normally,Healthy
01-05-2026 06:30,Swiggy,UAT,Bengaluru,678,778,11678,3.3,27,21,72,70,99.78,3952,Warning,High Request Volume,Warning
01-05-2026 06:30,Blinkit,Production,Hyderabad,908,1010,12512,8.58,23,196,94,92,95.34,3124,Critical,SSL Certificate Expired,Critical
01-05-2026 06:30,Microsoft Teams,Production,Hyderabad,1028,1205,10594,6.37,25,236,98,96,97.09,2964,Critical,Service Crash,Critical
01-05-2026 06:30,Outlook Web,Production,Bengaluru,182,291,10061,0.08,0,1,62,67,99.99,3108,Info,Health Check Completed,Healthy
01-05-2026 06:30,Payment Gateway,Production,Hyderabad,318,510,7138,0.58,4,0,35,59,99.99,1845,Info,Health Check Completed,Healthy
01-05-2026 06:30,Inventory Service,UAT,Bengaluru,243,318,4493,0.66,1,1,34,55,99.99,1073,Info,Cache Refresh,Healthy
01-05-2026 06:30,Order Service,Production,Hyderabad,486,562,7353,1.95,15,6,87,87,99.67,2516,Warning,Memory Usage High,Warning
01-05-2026 06:30,Authentication Service,Production,Mumbai,560,664,8326,2.72,14,20,75,79,99.27,2373,Warning,High Login Failures,Warning
01-05-2026 07:00,Citrix Workspace,Production,Bengaluru,530,605,9144,1.28,22,25,75,84,99.39,2636,Warning,Database Response Slow,Warning
01-05-2026 07:00,Flipkart,Production,Mumbai,331,425,15609,0.39,3,1,39,43,99.99,5323,Info,Cache Refresh,Healthy
01-05-2026 07:00,Swiggy,Production,Hyderabad,261,346,15084,0.56,8,1,65,42,99.99,4204,Info,Health Check Completed,Healthy
01-05-2026 07:00,Blinkit,Production,Mumbai,191,262,7248,0.76,5,1,29,54,99.99,3537,Info,Cache Refresh,Healthy
01-05-2026 07:00,Microsoft Teams,Production,Mumbai,186,257,7939,0.21,0,2,55,53,99.99,2572,Info,Background Synchronization,Healthy
01-05-2026 07:00,Outlook Web,Production,Bengaluru,174,266,7221,0.67,7,1,50,53,99.99,2933,Info,Health Check Completed,Healthy
01-05-2026 07:00,Payment Gateway,Production,Bengaluru,686,832,3956,3.9,38,9,83,71,99.77,1623,Warning,High Request Volume,Warning
01-05-2026 07:00,Inventory Service,Production,Hyderabad,222,317,5460,0.47,7,2,30,59,99.99,1496,Info,Cache Refresh,Healthy
01-05-2026 07:00,Order Service,Production,Bengaluru,214,334,8364,0.76,0,0,61,48,99.99,2209,Info,Routine Monitoring,Healthy
01-05-2026 07:00,Authentication Service,Production,Bengaluru,185,400,5869,0.71,4,2,40,58,99.99,2691,Info,Normal Operation,Healthy
01-05-2026 07:30,Citrix Workspace,Production,Mumbai,258,367,9728,0.16,1,0,62,41,99.99,2320,Info,Routine Monitoring,Healthy
01-05-2026 07:30,Flipkart,Production,Bengaluru,746,925,10011,1.67,15,11,73,84,99.64,5373,Warning,High Request Volume,Warning
01-05-2026 07:30,Swiggy,Production,Bengaluru,314,379,7410,0.22,0,1,41,37,99.99,4032,Info,Normal Operation,Healthy
01-05-2026 07:30,Blinkit,Production,Hyderabad,276,490,7363,0.7,8,2,40,58,99.99,3394,Info,Normal Operation,Healthy
01-05-2026 07:30,Microsoft Teams,Production,Bengaluru,606,684,9407,4.31,26,15,76,85,99.55,3007,Warning,Network Latency Increased,Warning
01-05-2026 07:30,Outlook Web,UAT,Hyderabad,223,436,8418,0.07,8,2,59,64,99.99,2783,Info,Normal Operation,Healthy
01-05-2026 07:30,Payment Gateway,Production,Bengaluru,323,500,6164,0.8,5,2,29,50,99.99,1998,Info,Normal Operation,Healthy
01-05-2026 07:30,Inventory Service,Production,Mumbai,183,369,2433,0.46,5,0,54,58,99.99,1033,Info,Background Synchronization,Healthy
01-05-2026 07:30,Order Service,Production,Bengaluru,282,435,8041,0.66,7,0,43,49,99.99,2203,Info,Health Check Completed,Healthy
01-05-2026 07:30,Authentication Service,Production,Bengaluru,230,415,6506,0.58,2,0,51,47,99.99,2775,Info,Health Check Completed,Healthy
01-05-2026 08:00,Citrix Workspace,Production,Hyderabad,224,387,8465,0.53,1,0,36,59,99.99,2380,Info,Health Check Completed,Healthy
01-05-2026 08:00,Flipkart,Production,Mumbai,341,561,17834,0.32,3,2,60,36,99.99,5456,Info,Health Check Completed,Healthy
01-05-2026 08:00,Swiggy,Production,Mumbai,240,437,14631,0.41,2,1,54,68,99.99,3844,Info,Service Running Normally,Healthy
01-05-2026 08:00,Blinkit,Production,Bengaluru,212,411,8671,0.06,5,1,42,59,99.99,3475,Info,Cache Refresh,Healthy
01-05-2026 08:00,Microsoft Teams,UAT,Bengaluru,257,477,12156,0.73,4,2,47,49,99.99,2952,Info,Normal Operation,Healthy
01-05-2026 08:00,Outlook Web,Production,Bengaluru,153,330,13290,0.44,2,0,45,55,99.99,3277,Info,Normal Operation,Healthy
01-05-2026 08:00,Payment Gateway,UAT,Bengaluru,309,520,4264,0.4,3,2,56,44,99.99,1814,Info,Health Check Completed,Healthy
01-05-2026 08:00,Inventory Service,UAT,Hyderabad,205,278,2967,0.62,7,0,52,67,99.99,1416,Info,Service Running Normally,Healthy
01-05-2026 08:00,Order Service,Production,Hyderabad,227,301,10978,0.1,8,2,31,58,99.99,2652,Info,Routine Monitoring,Healthy
01-05-2026 08:00,Authentication Service,Production,Hyderabad,155,267,10437,0.37,1,1,36,55,99.99,2804,Info,Normal Operation,Healthy
01-05-2026 08:30,Citrix Workspace,Production,Bengaluru,257,356,5839,0.33,0,1,37,36,99.99,2769,Info,Routine Monitoring,Healthy
01-05-2026 08:30,Flipkart,Production,Mumbai,263,386,16056,0.71,1,0,45,52,99.99,5015,Info,Normal Operation,Healthy
01-05-2026 08:30,Swiggy,Production,Bengaluru,220,300,9878,0.15,2,1,29,65,99.99,3939,Info,Health Check Completed,Healthy
01-05-2026 08:30,Blinkit,Production,Mumbai,244,318,12320,0.52,5,1,42,51,99.99,3517,Info,Normal Operation,Healthy
01-05-2026 08:30,Microsoft Teams,Production,Bengaluru,220,426,5528,0.6,0,1,44,35,99.99,2646,Info,Service Running Normally,Healthy
01-05-2026 08:30,Outlook Web,Production,Mumbai,233,323,7780,0.13,8,1,43,44,99.99,2887,Info,Normal Operation,Healthy
01-05-2026 08:30,Payment Gateway,Production,Bengaluru,311,487,7018,0.37,2,0,57,36,99.99,2082,Info,Background Synchronization,Healthy
01-05-2026 08:30,Inventory Service,Production,Bengaluru,242,392,4332,0.78,1,2,25,55,99.99,1330,Info,Cache Refresh,Healthy
01-05-2026 08:30,Order Service,Production,Bengaluru,307,400,5828,0.11,7,0,65,51,99.99,2302,Info,Normal Operation,Healthy
01-05-2026 08:30,Authentication Service,Production,Bengaluru,683,757,10203,4.53,31,13,86,80,99.74,2786,Warning,Network Latency Increased,Warning
01-05-2026 09:00,Citrix Workspace,Production,Hyderabad,267,478,19525,0.5,5,2,58,43,99.99,4766,Info,Routine Monitoring,Healthy
01-05-2026 09:00,Flipkart,Production,Hyderabad,340,525,10121,0.16,0,2,60,38,99.99,5485,Info,Normal Operation,Healthy
01-05-2026 09:00,Swiggy,Production,Mumbai,215,284,10638,0.11,7,1,48,37,99.99,3807,Info,Background Synchronization,Healthy
01-05-2026 09:00,Blinkit,Production,Hyderabad,208,358,7775,0.23,1,2,45,53,99.99,3571,Info,Normal Operation,Healthy
01-05-2026 09:00,Microsoft Teams,Production,Hyderabad,260,419,8912,0.06,8,0,58,62,99.99,2808,Info,Cache Refresh,Healthy
01-05-2026 09:00,Outlook Web,Production,Mumbai,182,310,6735,0.56,4,0,35,69,99.99,2752,Info,Health Check Completed,Healthy
01-05-2026 09:00,Payment Gateway,Production,Bengaluru,291,363,3385,0.15,3,2,26,47,99.99,1691,Info,Service Running Normally,Healthy
01-05-2026 09:00,Inventory Service,Production,Mumbai,597,762,3332,3.44,22,40,72,89,99.48,921,Warning,CPU Usage High,Warning
01-05-2026 09:00,Order Service,Production,Bengaluru,305,487,6339,0.79,8,0,59,63,99.99,2624,Info,Routine Monitoring,Healthy
01-05-2026 09:00,Authentication Service,Production,Mumbai,157,308,8241,0.77,0,2,54,54,99.99,2575,Info,Service Running Normally,Healthy
01-05-2026 09:30,Citrix Workspace,Production,Mumbai,280,484,12624,0.4,0,0,59,53,99.99,4663,Info,Health Check Completed,Healthy
01-05-2026 09:30,Flipkart,Production,Hyderabad,322,438,17001,0.65,3,1,35,62,99.99,4989,Info,Normal Operation,Healthy
01-05-2026 09:30,Swiggy,Production,Bengaluru,215,360,13712,0.32,2,0,34,40,99.99,3911,Info,Routine Monitoring,Healthy
01-05-2026 09:30,Blinkit,Production,Hyderabad,181,401,9049,0.07,7,1,34,70,99.99,3122,Info,Normal Operation,Healthy
01-05-2026 09:30,Microsoft Teams,Production,Hyderabad,230,335,7866,0.54,8,2,30,36,99.99,2890,Info,Service Running Normally,Healthy
01-05-2026 09:30,Outlook Web,Production,Mumbai,168,292,5928,0.38,7,1,64,56,99.99,3173,Info,Cache Refresh,Healthy
